source,pages,vertices,edges,tikz,tex,svg_structural,json,dot,mermaid,drawio_svg,png,pdf,graphviz_svg,drawio_svg_exists,png_exists,pdf_exists,graphviz_svg_exists
260506-output-unit.drawio,1,77,54,tikz/260506-output-unit.tikz,tex/260506-output-unit.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-output-unit.structural.svg,json/260506-output-unit.json,dot/260506-output-unit.dot,mermaid/260506-output-unit.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-output-unit.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-output-unit.png,pdf/260506-output-unit.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-output-unit.svg,yes,yes,yes,yes
260506-sr04-fsm-parallel.drawio,1,8,4,tikz/260506-sr04-fsm-parallel.tikz,tex/260506-sr04-fsm-parallel.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-sr04-fsm-parallel.structural.svg,json/260506-sr04-fsm-parallel.json,dot/260506-sr04-fsm-parallel.dot,mermaid/260506-sr04-fsm-parallel.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-sr04-fsm-parallel.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-sr04-fsm-parallel.png,pdf/260506-sr04-fsm-parallel.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-sr04-fsm-parallel.svg,yes,yes,yes,yes
260506-sr04-parallel-ver-asm.drawio,1,41,25,tikz/260506-sr04-parallel-ver-asm.tikz,tex/260506-sr04-parallel-ver-asm.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-sr04-parallel-ver-asm.structural.svg,json/260506-sr04-parallel-ver-asm.json,dot/260506-sr04-parallel-ver-asm.dot,mermaid/260506-sr04-parallel-ver-asm.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-sr04-parallel-ver-asm.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-sr04-parallel-ver-asm.png,pdf/260506-sr04-parallel-ver-asm.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-sr04-parallel-ver-asm.svg,yes,yes,yes,yes
260506-sr04-v2-fsm.drawio,3,97,68,tikz/260506-sr04-v2-fsm.tikz,tex/260506-sr04-v2-fsm.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-sr04-v2-fsm.structural.svg,json/260506-sr04-v2-fsm.json,dot/260506-sr04-v2-fsm.dot,mermaid/260506-sr04-v2-fsm.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-sr04-v2-fsm.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-sr04-v2-fsm.png,pdf/260506-sr04-v2-fsm.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-sr04-v2-fsm.svg,yes,yes,yes,yes
260506-sv-rv32i-gpio.drawio,1,58,18,tikz/260506-sv-rv32i-gpio.tikz,tex/260506-sv-rv32i-gpio.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-sv-rv32i-gpio.structural.svg,json/260506-sv-rv32i-gpio.json,dot/260506-sv-rv32i-gpio.dot,mermaid/260506-sv-rv32i-gpio.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-sv-rv32i-gpio.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-sv-rv32i-gpio.png,pdf/260506-sv-rv32i-gpio.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-sv-rv32i-gpio.svg,yes,yes,yes,yes
260506-temp-humid-asm-fsm.drawio,2,175,216,tikz/260506-temp-humid-asm-fsm.tikz,tex/260506-temp-humid-asm-fsm.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-temp-humid-asm-fsm.structural.svg,json/260506-temp-humid-asm-fsm.json,dot/260506-temp-humid-asm-fsm.dot,mermaid/260506-temp-humid-asm-fsm.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-temp-humid-asm-fsm.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-temp-humid-asm-fsm.png,pdf/260506-temp-humid-asm-fsm.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-temp-humid-asm-fsm.svg,yes,yes,yes,yes
260506-temp-humidity-copy.drawio,4,191,225,tikz/260506-temp-humidity-copy.tikz,tex/260506-temp-humidity-copy.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-temp-humidity-copy.structural.svg,json/260506-temp-humidity-copy.json,dot/260506-temp-humidity-copy.dot,mermaid/260506-temp-humidity-copy.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-temp-humidity-copy.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-temp-humidity-copy.png,pdf/260506-temp-humidity-copy.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-temp-humidity-copy.svg,yes,yes,yes,yes
260506-temp-humidity.drawio,2,16,9,tikz/260506-temp-humidity.tikz,tex/260506-temp-humidity.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-temp-humidity.structural.svg,json/260506-temp-humidity.json,dot/260506-temp-humidity.dot,mermaid/260506-temp-humidity.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-temp-humidity.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-temp-humidity.png,pdf/260506-temp-humidity.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-temp-humidity.svg,yes,yes,yes,yes
260506-top-ascii-uart-sensor-pipeline.drawio,3,169,68,tikz/260506-top-ascii-uart-sensor-pipeline.tikz,tex/260506-top-ascii-uart-sensor-pipeline.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-top-ascii-uart-sensor-pipeline.structural.svg,json/260506-top-ascii-uart-sensor-pipeline.json,dot/260506-top-ascii-uart-sensor-pipeline.dot,mermaid/260506-top-ascii-uart-sensor-pipeline.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-top-ascii-uart-sensor-pipeline.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-top-ascii-uart-sensor-pipeline.png,pdf/260506-top-ascii-uart-sensor-pipeline.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-top-ascii-uart-sensor-pipeline.svg,yes,yes,yes,yes
260506-top-module-block-diagram.drawio,1,63,49,tikz/260506-top-module-block-diagram.tikz,tex/260506-top-module-block-diagram.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-top-module-block-diagram.structural.svg,json/260506-top-module-block-diagram.json,dot/260506-top-module-block-diagram.dot,mermaid/260506-top-module-block-diagram.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-top-module-block-diagram.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-top-module-block-diagram.png,pdf/260506-top-module-block-diagram.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-top-module-block-diagram.svg,yes,yes,yes,yes
260506-ultrasonic-copy.drawio,2,34,29,tikz/260506-ultrasonic-copy.tikz,tex/260506-ultrasonic-copy.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-ultrasonic-copy.structural.svg,json/260506-ultrasonic-copy.json,dot/260506-ultrasonic-copy.dot,mermaid/260506-ultrasonic-copy.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-ultrasonic-copy.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-ultrasonic-copy.png,pdf/260506-ultrasonic-copy.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-ultrasonic-copy.svg,yes,yes,yes,yes
260506-ultrasonic-sensor-asm.drawio,1,46,25,tikz/260506-ultrasonic-sensor-asm.tikz,tex/260506-ultrasonic-sensor-asm.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-ultrasonic-sensor-asm.structural.svg,json/260506-ultrasonic-sensor-asm.json,dot/260506-ultrasonic-sensor-asm.dot,mermaid/260506-ultrasonic-sensor-asm.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-ultrasonic-sensor-asm.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-ultrasonic-sensor-asm.png,pdf/260506-ultrasonic-sensor-asm.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-ultrasonic-sensor-asm.svg,yes,yes,yes,yes
260506-ultrasonic-sensor.drawio,2,34,29,tikz/260506-ultrasonic-sensor.tikz,tex/260506-ultrasonic-sensor.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-ultrasonic-sensor.structural.svg,json/260506-ultrasonic-sensor.json,dot/260506-ultrasonic-sensor.dot,mermaid/260506-ultrasonic-sensor.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-ultrasonic-sensor.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-ultrasonic-sensor.png,pdf/260506-ultrasonic-sensor.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-ultrasonic-sensor.svg,yes,yes,yes,yes
260506-ultrasonic.drawio,2,34,29,tikz/260506-ultrasonic.tikz,tex/260506-ultrasonic.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-ultrasonic.structural.svg,json/260506-ultrasonic.json,dot/260506-ultrasonic.dot,mermaid/260506-ultrasonic.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-ultrasonic.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-ultrasonic.png,pdf/260506-ultrasonic.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-ultrasonic.svg,yes,yes,yes,yes
260506-untitled-diagram.drawio,1,36,16,tikz/260506-untitled-diagram.tikz,tex/260506-untitled-diagram.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-untitled-diagram.structural.svg,json/260506-untitled-diagram.json,dot/260506-untitled-diagram.dot,mermaid/260506-untitled-diagram.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260506-untitled-diagram.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260506-untitled-diagram.png,pdf/260506-untitled-diagram.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260506-untitled-diagram.svg,yes,yes,yes,yes
260518-sv-cpu-sum-1to10-55.drawio,1,81,13,tikz/260518-sv-cpu-sum-1to10-55.tikz,tex/260518-sv-cpu-sum-1to10-55.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-cpu-sum-1to10-55.structural.svg,json/260518-sv-cpu-sum-1to10-55.json,dot/260518-sv-cpu-sum-1to10-55.dot,mermaid/260518-sv-cpu-sum-1to10-55.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-cpu-sum-1to10-55.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260518-sv-cpu-sum-1to10-55.png,pdf/260518-sv-cpu-sum-1to10-55.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260518-sv-cpu-sum-1to10-55.svg,yes,yes,yes,yes
260518-sv-environment.drawio,1,27,15,tikz/260518-sv-environment.tikz,tex/260518-sv-environment.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-environment.structural.svg,json/260518-sv-environment.json,dot/260518-sv-environment.dot,mermaid/260518-sv-environment.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-environment.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260518-sv-environment.png,pdf/260518-sv-environment.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260518-sv-environment.svg,yes,yes,yes,yes
260518-sv-fifo.drawio,1,21,11,tikz/260518-sv-fifo.tikz,tex/260518-sv-fifo.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-fifo.structural.svg,json/260518-sv-fifo.json,dot/260518-sv-fifo.dot,mermaid/260518-sv-fifo.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-fifo.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260518-sv-fifo.png,pdf/260518-sv-fifo.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260518-sv-fifo.svg,yes,yes,yes,yes
260518-sv-ram.drawio,1,20,10,tikz/260518-sv-ram.tikz,tex/260518-sv-ram.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-ram.structural.svg,json/260518-sv-ram.json,dot/260518-sv-ram.dot,mermaid/260518-sv-ram.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-ram.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260518-sv-ram.png,pdf/260518-sv-ram.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260518-sv-ram.svg,yes,yes,yes,yes
260518-sv-uart-fifo.drawio,2,160,123,tikz/260518-sv-uart-fifo.tikz,tex/260518-sv-uart-fifo.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-uart-fifo.structural.svg,json/260518-sv-uart-fifo.json,dot/260518-sv-uart-fifo.dot,mermaid/260518-sv-uart-fifo.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260518-sv-uart-fifo.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260518-sv-uart-fifo.png,pdf/260518-sv-uart-fifo.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260518-sv-uart-fifo.svg,yes,yes,yes,yes
260519-cpu.drawio,1,6,0,tikz/260519-cpu.tikz,tex/260519-cpu.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260519-cpu.structural.svg,json/260519-cpu.json,dot/260519-cpu.dot,mermaid/260519-cpu.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260519-cpu.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260519-cpu.png,pdf/260519-cpu.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260519-cpu.svg,yes,yes,yes,yes
260519-rv32i.drawio,1,1083,499,tikz/260519-rv32i.tikz,tex/260519-rv32i.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260519-rv32i.structural.svg,json/260519-rv32i.json,dot/260519-rv32i.dot,mermaid/260519-rv32i.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260519-rv32i.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260519-rv32i.png,pdf/260519-rv32i.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260519-rv32i.svg,yes,yes,yes,yes
260527-sv-rv32i-multi.drawio,1,10,8,tikz/260527-sv-rv32i-multi.tikz,tex/260527-sv-rv32i-multi.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260527-sv-rv32i-multi.structural.svg,json/260527-sv-rv32i-multi.json,dot/260527-sv-rv32i-multi.dot,mermaid/260527-sv-rv32i-multi.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260527-sv-rv32i-multi.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260527-sv-rv32i-multi.png,pdf/260527-sv-rv32i-multi.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260527-sv-rv32i-multi.svg,yes,yes,yes,yes
260617-uvm-spi-i2c.drawio,2,359,197,tikz/260617-uvm-spi-i2c.tikz,tex/260617-uvm-spi-i2c.tex,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260617-uvm-spi-i2c.structural.svg,json/260617-uvm-spi-i2c.json,dot/260617-uvm-spi-i2c.dot,mermaid/260617-uvm-spi-i2c.mmd,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/svg/260617-uvm-spi-i2c.drawio.svg,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/png/260617-uvm-spi-i2c.png,pdf/260617-uvm-spi-i2c.pdf,/Users/mumallaeng/Library/CloudStorage/GoogleDrive-yonnmilk@gmail.com/My Drive/Vault-Bridge/02-handoff/vault-media/activities/korcham/notes/drawio/converted/graphviz-svg/260617-uvm-spi-i2c.svg,yes,yes,yes,yes
